log_id,user_id,item_id,rate,rate_date,rate_timestamp
146,13,272,4,0,0
147,244,756,2,0,0
148,305,427,5,0,0
149,95,787,2,0,0
150,43,14,2,0,0
151,299,955,4,0,0
152,57,419,3,0,0
153,84,405,3,0,0
154,269,504,4,0,0
155,299,111,3,0,0
156,194,466,4,0,0
157,160,135,4,0,0
158,99,268,3,0,0
159,10,486,4,0,0
160,259,117,4,0,0
161,85,427,3,0,0
162,303,919,4,0,0
163,213,273,5,0,0
164,121,514,3,0,0
165,90,98,5,0,0
166,49,559,2,0,0
167,42,794,3,0,0
168,155,323,2,0,0
169,68,117,4,0,0
170,172,177,4,0,0
171,19,4,4,0,0
172,268,231,4,0,0
173,5,2,3,0,0
174,305,117,2,0,0
175,44,294,4,0,0
176,43,137,4,0,0
177,279,1336,1,0,0
178,80,466,5,0,0
179,254,164,4,0,0
180,298,281,3,0,0
181,279,1240,1,0,0
182,66,298,4,0,0
183,18,443,3,0,0
184,268,1035,2,0,0
185,99,79,4,0,0
186,13,98,4,0,0
187,26,258,3,0,0
188,7,455,4,0,0
189,222,755,4,0,0
190,200,673,5,0,0
191,119,328,4,0,0
192,213,172,5,0,0
193,276,322,3,0,0
194,94,1217,3,0,0
195,130,379,4,0,0
196,38,328,4,0,0
197,160,719,3,0,0
198,293,1267,3,0,0
199,26,930,2,0,0
200,130,216,4,0,0
201,92,1079,3,0,0
202,256,452,4,0,0
203,1,61,4,0,0
204,72,48,4,0,0
205,56,755,3,0,0
206,13,360,4,0,0
207,15,405,2,0,0
208,92,77,3,0,0
209,207,476,2,0,0
210,292,174,5,0,0
211,232,483,5,0,0
212,251,748,2,0,0
213,224,26,3,0,0
214,181,220,4,0,0
215,259,255,4,0,0
216,305,471,4,0,0
217,52,280,3,0,0
218,161,202,5,0,0
219,148,408,5,0,0
220,125,235,2,0,0
221,97,228,5,0,0
222,58,1098,4,0,0
223,83,234,4,0,0
224,90,347,4,0,0
225,272,178,5,0,0
226,194,181,3,0,0
227,125,478,4,0,0
228,110,688,1,0,0
229,299,14,4,0,0
230,151,10,5,0,0
231,269,127,4,0,0
232,6,14,5,0,0
233,54,106,3,0,0
234,303,69,5,0,0
235,16,944,1,0,0
236,301,790,4,0,0
237,276,1091,3,0,0
238,305,214,2,0,0
239,194,1028,2,0,0
240,91,323,2,0,0
241,87,554,4,0,0
242,294,109,4,0,0
243,286,171,4,0,0
244,200,318,5,0,0
245,229,328,1,0,0
246,178,568,4,0,0
247,303,842,2,0,0
248,62,65,4,0,0
249,207,591,3,0,0
250,92,172,4,0,0
251,301,401,4,0,0
252,36,339,5,0,0
253,70,746,3,0,0
254,63,242,3,0,0
255,28,201,3,0,0
256,279,68,4,0,0
257,250,7,4,0,0
258,14,98,3,0,0
259,299,1018,3,0,0
260,194,54,3,0,0
261,303,815,3,0,0
262,119,237,5,0,0
263,295,218,5,0,0
264,268,930,2,0,0
265,268,2,2,0,0
266,66,258,4,0,0
267,233,202,5,0,0
268,83,623,4,0,0
269,214,334,3,0,0
270,192,476,2,0,0
271,100,344,4,0,0
272,268,145,1,0,0
273,301,56,4,0,0
274,307,89,5,0,0
275,234,141,3,0,0
276,83,576,4,0,0
277,181,264,2,0,0
278,297,133,4,0,0
279,38,153,5,0,0
280,7,382,4,0,0
281,264,813,4,0,0
282,181,872,1,0,0
283,201,146,1,0,0
284,85,507,4,0,0
285,269,367,3,0,0
286,59,468,3,0,0
287,286,143,4,0,0
288,193,96,1,0,0
289,113,595,5,0,0
290,292,11,5,0,0
291,130,1014,3,0,0
292,275,98,4,0,0
293,189,520,5,0,0
294,219,82,1,0,0
295,218,209,5,0,0
296,123,427,3,0,0
297,119,222,5,0,0
298,158,177,4,0,0
299,222,118,4,0,0
300,302,322,2,0,0
301,279,501,3,0,0
302,301,79,5,0,0
303,181,3,2,0,0
304,201,695,1,0,0
305,13,198,3,0,0
306,1,189,3,0,0
307,145,237,5,0,0
308,23,385,4,0,0
309,201,767,4,0,0
310,296,705,5,0,0
311,42,546,3,0,0
312,33,872,3,0,0
313,301,554,3,0,0
314,16,64,5,0,0
315,95,135,3,0,0
316,154,357,4,0,0
317,77,484,5,0,0
318,296,508,5,0,0
319,302,303,2,0,0
320,244,673,3,0,0
321,222,77,4,0,0
322,13,215,5,0,0
323,16,705,5,0,0
324,270,452,4,0,0
325,145,15,2,0,0
326,187,64,5,0,0
327,200,304,5,0,0
328,170,749,5,0,0
329,101,829,3,0,0
330,184,218,3,0,0
331,128,204,4,0,0
332,181,1295,1,0,0
333,184,153,3,0,0
334,1,33,4,0,0
335,1,160,4,0,0
336,184,321,5,0,0
337,54,595,3,0,0
338,94,343,4,0,0
339,128,508,4,0,0
340,23,323,2,0,0
341,301,227,3,0,0
342,301,191,3,0,0
343,112,903,1,0,0
344,82,183,3,0,0
345,222,724,3,0,0
346,218,430,3,0,0
347,308,1197,4,0,0
348,303,134,5,0,0
349,133,751,3,0,0
350,215,212,2,0,0
351,69,256,5,0,0
352,254,662,4,0,0
353,276,2,4,0,0
354,104,984,1,0,0
355,63,1067,3,0,0
356,267,410,4,0,0
357,13,56,5,0,0
358,240,879,3,0,0
359,286,237,2,0,0
360,294,271,5,0,0
361,90,1086,4,0,0
362,18,26,4,0,0
363,92,229,3,0,0
364,308,649,4,0,0
365,144,89,3,0,0
366,191,302,4,0,0
367,59,951,3,0,0
368,200,96,5,0,0
369,16,197,5,0,0
370,61,678,3,0,0
371,271,199,4,0,0
372,271,709,3,0,0
373,142,169,5,0,0
374,275,597,3,0,0
375,222,151,3,0,0
376,87,40,3,0,0
377,207,258,4,0,0
378,272,1393,2,0,0
379,177,333,4,0,0
380,207,1115,2,0,0
381,299,577,3,0,0
382,271,378,4,0,0
383,305,425,4,0,0
384,49,959,2,0,0
385,94,1224,3,0,0
386,130,1017,3,0,0
387,10,175,3,0,0
388,203,321,3,0,0
389,191,286,4,0,0
390,43,323,3,0,0
391,21,558,5,0,0
392,197,96,5,0,0
393,13,344,2,0,0
394,194,66,3,0,0
395,234,206,4,0,0
396,308,402,4,0,0
397,308,640,4,0,0
398,269,522,5,0,0
399,94,265,4,0,0
400,268,62,3,0,0
401,272,12,5,0,0
402,121,291,3,0,0
403,296,20,5,0,0
404,134,286,3,0,0
405,180,462,5,0,0
406,234,612,3,0,0
407,104,117,2,0,0
408,38,758,1,0,0
409,269,845,1,0,0
410,7,163,4,0,0
411,234,1451,3,0,0
412,275,405,2,0,0
413,52,250,3,0,0
414,102,823,3,0,0
415,13,186,4,0,0
416,178,731,4,0,0
417,236,71,3,0,0
418,256,781,5,0,0
419,263,176,5,0,0
420,244,186,3,0,0
421,279,1181,4,0,0
422,43,815,4,0,0
423,83,78,2,0,0
424,151,197,5,0,0
425,254,436,2,0,0
426,109,631,3,0,0
427,297,716,3,0,0
428,249,188,4,0,0
429,144,699,4,0,0
430,301,604,4,0,0
431,64,392,3,0,0
432,92,501,2,0,0
433,222,97,4,0,0
434,268,436,3,0,0
435,293,135,5,0,0
436,213,173,5,0,0
437,160,460,2,0,0
438,13,498,4,0,0
439,59,715,5,0,0
440,5,17,4,0,0
441,125,163,5,0,0
442,174,315,5,0,0
443,114,505,3,0,0
444,213,515,4,0,0
445,23,196,2,0,0
446,128,15,4,0,0
447,239,56,4,0,0
448,181,279,1,0,0
449,291,80,4,0,0
450,250,238,4,0,0
451,201,649,3,0,0
452,60,60,5,0,0
453,181,325,2,0,0
454,119,407,3,0,0
455,287,1,5,0,0
456,216,228,3,0,0
457,216,531,4,0,0
458,203,471,4,0,0
459,92,587,3,0,0
460,13,892,3,0,0
461,213,176,4,0,0
462,286,288,5,0,0
463,117,1047,2,0,0
464,99,111,1,0,0
465,11,558,3,0,0
466,65,47,2,0,0
467,295,194,4,0,0
468,269,217,2,0,0
469,85,259,2,0,0
470,250,596,5,0,0
471,137,144,5,0,0
472,201,960,2,0,0
473,257,137,4,0,0
474,111,328,4,0,0
475,91,480,4,0,0
476,215,211,4,0,0
477,181,938,1,0,0
478,189,1060,5,0,0
479,1,20,4,0,0
480,303,404,4,0,0
481,299,305,3,0,0
482,187,210,4,0,0
483,222,278,2,0,0
484,214,568,4,0,0
485,293,770,3,0,0
486,285,191,4,0,0
487,303,252,3,0,0
488,96,156,4,0,0
489,72,1110,3,0,0
490,115,1067,4,0,0
491,7,430,3,0,0
492,116,350,3,0,0
493,73,480,4,0,0
494,269,246,5,0,0
495,263,419,5,0,0
496,70,431,3,0,0
497,221,475,4,0,0
498,72,182,5,0,0
499,25,357,4,0,0
500,290,50,5,0,0
501,189,526,4,0,0
502,299,303,3,0,0
503,264,294,3,0,0
504,200,365,5,0,0
505,187,135,4,0,0
506,184,187,4,0,0
507,63,289,2,0,0
508,13,229,4,0,0
509,298,486,3,0,0
510,235,185,4,0,0
511,62,712,4,0,0
512,246,94,2,0,0
513,54,742,5,0,0
514,63,762,3,0,0
515,11,732,3,0,0
516,92,168,4,0,0
517,8,550,3,0,0
518,307,174,4,0,0
519,303,200,4,0,0
520,256,849,2,0,0
521,72,54,3,0,0
522,164,406,2,0,0
523,117,150,4,0,0
524,224,77,4,0,0
525,193,869,3,0,0
526,94,184,2,0,0
527,281,338,2,0,0
528,130,109,3,0,0
529,128,371,1,0,0
530,94,720,1,0,0
531,182,845,3,0,0
532,129,873,1,0,0
533,254,229,4,0,0
534,64,381,4,0,0
535,151,176,2,0,0
536,45,25,4,0,0
537,193,879,3,0,0
538,276,922,4,0,0
539,276,57,3,0,0
540,234,187,4,0,0
541,181,306,1,0,0
542,21,370,1,0,0
543,293,249,3,0,0
544,264,721,5,0,0
545,10,611,5,0,0
546,197,346,3,0,0
547,276,142,3,0,0
548,308,427,4,0,0
549,221,943,4,0,0
550,131,126,4,0,0
551,268,824,2,0,0
552,109,8,3,0,0
553,198,58,3,0,0
554,230,680,4,0,0
555,181,741,1,0,0
556,192,1061,4,0,0
557,234,448,3,0,0
558,90,900,4,0,0
559,193,941,4,0,0
560,128,603,5,0,0
561,126,905,2,0,0
562,244,265,4,0,0
563,90,289,3,0,0
564,157,25,3,0,0
565,305,71,3,0,0
566,119,382,5,0,0
567,21,222,2,0,0
568,231,181,4,0,0
569,280,508,3,0,0
570,288,132,3,0,0
571,279,1497,2,0,0
572,301,33,4,0,0
573,72,699,3,0,0
574,90,259,2,0,0
575,308,55,3,0,0
576,59,742,3,0,0
577,94,744,4,0,0
578,130,642,4,0,0
579,26,1015,3,0,0
580,56,121,5,0,0
581,82,508,2,0,0
582,62,12,4,0,0
583,276,40,3,0,0
584,181,1015,1,0,0
585,152,301,3,0,0
586,178,845,4,0,0
587,217,597,4,0,0
588,79,303,4,0,0
589,138,484,4,0,0
590,308,81,5,0,0
591,75,284,2,0,0
592,269,198,4,0,0
593,307,94,3,0,0
594,222,781,3,0,0
595,121,740,3,0,0
596,269,22,1,0,0
597,13,864,4,0,0
598,230,742,5,0,0
599,269,507,4,0,0
600,239,1099,5,0,0
601,245,1028,5,0,0
602,56,546,3,0,0
603,295,961,5,0,0
604,271,1028,2,0,0
605,222,812,2,0,0
606,69,240,3,0,0
607,10,7,4,0,0
608,22,376,3,0,0
609,294,931,3,0,0
610,82,717,1,0,0
611,279,399,4,0,0
612,269,234,1,0,0
613,6,98,5,0,0
614,243,1039,4,0,0
615,298,181,4,0,0
616,282,325,1,0,0
617,78,323,1,0,0
618,118,200,5,0,0
619,283,1114,5,0,0
620,171,292,4,0,0
621,70,217,4,0,0
622,10,100,5,0,0
623,245,181,4,0,0
624,107,333,3,0,0
625,246,561,1,0,0
626,13,901,1,0,0
627,276,70,4,0,0
628,244,17,2,0,0
629,189,56,5,0,0
630,226,242,5,0,0
631,62,1016,4,0,0
632,276,417,4,0,0
633,214,478,4,0,0
634,306,235,4,0,0
635,222,26,3,0,0
636,280,631,5,0,0
637,60,430,5,0,0
638,56,71,4,0,0
639,42,274,5,0,0
640,1,202,5,0,0
641,13,809,4,0,0
642,173,289,4,0,0
643,15,749,1,0,0
644,185,23,4,0,0
645,280,540,3,0,0
646,244,381,4,0,0
647,150,293,4,0,0
648,7,497,4,0,0
649,178,317,4,0,0
650,178,742,3,0,0
651,95,1217,3,0,0
652,234,1462,3,0,0
653,97,222,5,0,0
654,109,127,2,0,0
655,117,268,5,0,0
656,269,705,2,0,0
657,130,1246,3,0,0
658,264,655,4,0,0
659,207,13,3,0,0
660,42,588,5,0,0
661,246,409,2,0,0
662,87,367,4,0,0
663,101,304,3,0,0
664,256,127,4,0,0
665,92,794,3,0,0
666,181,762,2,0,0
667,213,235,1,0,0
668,92,739,2,0,0
669,292,661,5,0,0
670,246,665,4,0,0
671,274,845,5,0,0
672,188,692,5,0,0
673,18,86,4,0,0
674,5,439,1,0,0
675,236,632,3,0,0
676,193,407,4,0,0
677,144,709,4,0,0
678,90,1198,5,0,0
679,48,609,4,0,0
680,5,225,2,0,0
681,22,128,5,0,0
682,311,432,4,0,0
683,8,22,5,0,0
684,276,188,4,0,0
685,222,173,5,0,0
686,72,866,4,0,0
687,299,134,4,0,0
688,1,171,5,0,0
689,308,295,3,0,0
690,165,216,4,0,0
691,222,49,3,0,0
692,181,121,4,0,0
693,200,11,5,0,0
694,234,626,4,0,0
695,244,707,4,0,0
696,90,25,5,0,0
697,208,216,5,0,0
698,263,96,4,0,0
699,134,323,4,0,0
700,279,586,4,0,0
701,2,292,4,0,0
702,288,593,2,0,0
703,49,302,4,0,0
704,286,153,5,0,0
705,205,304,3,0,0
706,22,80,4,0,0
707,234,318,4,0,0
708,223,328,3,0,0
709,15,25,3,0,0
710,268,147,4,0,0
711,94,1220,3,0,0
712,274,405,4,0,0
713,7,492,5,0,0
714,268,217,2,0,0
715,16,55,5,0,0
716,164,620,3,0,0
717,290,161,4,0,0
718,92,515,4,0,0
719,239,1070,5,0,0
720,56,449,5,0,0
721,248,234,4,0,0
722,234,10,3,0,0
723,280,1049,2,0,0
724,308,187,5,0,0
725,276,64,5,0,0
726,192,948,3,0,0
727,122,509,4,0,0
728,85,588,3,0,0
729,262,931,2,0,0
730,201,272,3,0,0
731,181,870,2,0,0
732,295,739,4,0,0
733,263,568,4,0,0
734,295,39,4,0,0
735,201,1100,4,0,0
736,93,820,3,0,0
737,159,1028,5,0,0
738,158,665,2,0,0
739,293,423,3,0,0
740,82,597,3,0,0
741,276,181,5,0,0
742,13,823,5,0,0
743,217,2,3,0,0
744,83,660,4,0,0
745,189,20,5,0,0
746,222,796,4,0,0
747,146,1022,5,0,0
748,267,121,3,0,0
749,126,294,3,0,0
750,181,1060,1,0,0
751,125,80,4,0,0
752,43,120,4,0,0
753,13,780,1,0,0
754,253,259,2,0,0
755,42,44,3,0,0
756,77,518,4,0,0
757,291,686,5,0,0
758,268,21,3,0,0
759,262,28,3,0,0
760,234,81,3,0,0
761,29,245,3,0,0
762,236,57,5,0,0
763,158,729,3,0,0
764,156,661,4,0,0
765,232,52,5,0,0
766,168,866,5,0,0
767,37,288,4,0,0
768,141,245,3,0,0
769,235,230,4,0,0
770,102,70,3,0,0
771,77,172,3,0,0
772,90,506,5,0,0
773,186,566,5,0,0
774,44,660,5,0,0
775,118,774,5,0,0
776,7,661,5,0,0
777,49,1003,2,0,0
778,62,68,1,0,0
779,42,1028,4,0,0
780,178,433,4,0,0
781,85,51,2,0,0
782,77,474,5,0,0
783,58,1099,2,0,0
784,56,1047,4,0,0
785,197,688,1,0,0
786,286,99,4,0,0
787,90,258,3,0,0
788,181,1288,1,0,0
789,295,190,4,0,0
790,224,69,4,0,0
791,272,317,4,0,0
792,221,1010,3,0,0
793,66,877,1,0,0
794,207,318,5,0,0
795,234,487,3,0,0
796,7,648,5,0,0
797,87,82,5,0,0
798,195,1052,1,0,0
799,44,449,5,0,0
800,306,287,4,0,0
801,194,172,3,0,0
802,94,62,3,0,0
803,167,659,4,0,0
804,108,100,4,0,0
805,230,304,5,0,0
806,181,927,1,0,0
807,54,302,4,0,0
808,90,22,4,0,0
809,181,696,2,0,0
810,286,357,4,0,0
811,14,269,4,0,0
812,311,179,2,0,0
813,92,121,5,0,0
814,21,440,1,0,0
815,244,550,1,0,0
816,181,405,4,0,0
817,65,806,4,0,0
818,37,540,2,0,0
819,44,443,5,0,0
820,244,183,4,0,0
821,1,265,4,0,0
822,270,25,5,0,0
823,299,387,2,0,0
824,94,572,3,0,0
825,286,746,4,0,0
826,239,272,5,0,0
827,216,55,5,0,0
828,254,121,3,0,0
829,62,665,2,0,0
830,178,385,4,0,0
831,194,23,4,0,0
832,268,955,3,0,0
833,188,143,5,0,0
834,276,294,4,0,0
835,158,1098,4,0,0
836,207,845,3,0,0
837,161,48,1,0,0
838,305,654,4,0,0
839,47,324,3,0,0
840,64,736,4,0,0
841,191,751,3,0,0
842,7,378,5,0,0
843,59,92,5,0,0
844,69,268,5,0,0
845,10,461,3,0,0
846,21,129,4,0,0
847,58,9,4,0,0
848,194,152,3,0,0
849,7,200,5,0,0
850,113,126,5,0,0
851,173,328,5,0,0
852,95,233,4,0,0
853,16,194,5,0,0
854,59,323,4,0,0
855,311,654,3,0,0
856,292,589,4,0,0
857,43,203,4,0,0
858,79,50,4,0,0
859,235,70,5,0,0
860,125,190,5,0,0
861,284,322,3,0,0
862,303,161,5,0,0
863,254,378,3,0,0
864,255,1034,1,0,0
865,104,301,2,0,0
866,90,923,5,0,0
867,6,463,4,0,0
868,279,122,1,0,0
869,286,298,4,0,0
870,222,448,3,0,0
871,297,57,5,0,0
872,42,625,3,0,0
873,130,1217,4,0,0
874,254,357,3,0,0
875,109,475,1,0,0
876,230,1444,2,0,0
877,244,310,3,0,0
878,6,301,2,0,0
879,36,748,4,0,0
880,256,443,3,0,0
881,102,515,1,0,0
882,104,285,4,0,0
883,21,447,5,0,0
884,111,301,4,0,0
885,18,408,5,0,0
886,25,222,4,0,0
887,110,944,3,0,0
888,270,98,5,0,0
889,68,237,5,0,0
890,83,215,4,0,0
891,6,258,2,0,0
892,89,216,5,0,0
893,128,317,4,0,0
894,305,512,4,0,0
895,184,412,2,0,0
896,286,175,5,0,0
897,279,1428,3,0,0
898,256,86,5,0,0
899,221,48,5,0,0
900,140,332,3,0,0
901,190,977,2,0,0
902,11,227,3,0,0
903,201,203,5,0,0
904,150,181,5,0,0
905,126,245,3,0,0
906,20,208,2,0,0
907,144,742,4,0,0
908,181,930,1,0,0
909,109,566,4,0,0
910,85,1065,3,0,0
911,213,133,3,0,0
912,222,379,1,0,0
913,223,11,3,0,0
914,215,421,4,0,0
915,218,208,3,0,0
916,174,937,5,0,0
917,275,186,3,0,0
918,68,742,1,0,0
919,268,583,4,0,0
920,160,462,4,0,0
921,195,273,4,0,0
922,224,178,4,0,0
923,5,110,1,0,0
924,99,1016,5,0,0
925,2,251,5,0,0
926,292,9,4,0,0
927,72,568,4,0,0
928,85,228,3,0,0
929,83,281,5,0,0
930,92,831,2,0,0
931,7,543,3,0,0
932,87,401,2,0,0
933,287,926,4,0,0
934,1,155,2,0,0
935,234,632,2,0,0
936,222,53,5,0,0
937,24,64,5,0,0
938,7,554,3,0,0
939,82,56,3,0,0
940,161,318,3,0,0
941,196,393,4,0,0
942,56,91,4,0,0
943,82,477,3,0,0
944,7,472,2,0,0
945,256,761,4,0,0
946,226,56,4,0,0
947,279,741,5,0,0
948,308,1286,3,0,0
949,16,8,5,0,0
950,180,202,3,0,0
951,203,93,4,0,0
952,145,56,5,0,0
953,288,305,4,0,0
954,84,742,3,0,0
955,44,644,3,0,0
956,17,13,3,0,0
957,313,117,4,0,0
958,148,1,4,0,0
959,197,347,4,0,0
960,21,164,5,0,0
961,279,982,3,0,0
962,239,491,5,0,0
963,185,287,5,0,0
964,297,89,4,0,0
965,303,68,4,0,0
966,186,250,1,0,0
967,73,206,3,0,0
968,104,756,2,0,0
969,94,216,3,0,0
970,239,194,5,0,0
971,197,511,5,0,0
972,280,1,4,0,0
973,1,117,3,0,0
974,224,583,1,0,0
975,303,397,1,0,0
976,60,162,4,0,0
977,198,258,4,0,0
978,239,513,5,0,0
979,6,69,3,0,0
980,233,375,4,0,0
981,85,642,4,0,0
982,110,38,3,0,0
983,184,522,3,0,0
984,99,873,1,0,0
985,13,418,2,0,0
986,201,518,4,0,0
987,13,858,1,0,0
988,214,131,3,0,0
989,296,228,4,0,0
990,222,87,3,0,0
991,279,725,4,0,0
992,217,182,2,0,0
993,85,433,3,0,0
994,239,234,3,0,0
995,13,72,4,0,0
996,194,77,3,0,0
997,208,663,5,0,0
998,109,178,3,0,0
999,230,172,4,0,0
1000,59,485,2,0,0
1001,313,478,3,0,0
1002,70,1133,3,0,0
1003,62,182,5,0,0
1004,198,234,3,0,0
1005,65,125,4,0,0
1006,174,660,5,0,0
1007,90,12,5,0,0
1008,130,1248,3,0,0
1009,100,354,2,0,0
1010,283,432,5,0,0
1011,275,418,3,0,0
1012,311,98,5,0,0
1013,195,751,4,0,0
1014,130,105,4,0,0
1015,269,252,1,0,0
1016,286,73,5,0,0
1017,7,623,3,0,0
1018,56,222,5,0,0
1019,210,204,5,0,0
1020,239,9,5,0,0
1021,96,87,4,0,0
1022,297,73,2,0,0
1023,249,239,3,0,0
1024,94,860,2,0,0
1025,84,121,4,0,0
1026,275,265,4,0,0
1027,135,1046,3,0,0
1028,291,1178,4,0,0
1029,125,382,1,0,0
1030,70,399,4,0,0
1031,311,9,4,0,0
1032,301,523,4,0,0
1033,152,685,5,0,0
1034,244,172,4,0,0
1035,275,1091,2,0,0
1036,53,281,4,0,0
1037,198,118,2,0,0
1038,244,790,4,0,0
1039,26,125,4,0,0
1040,151,13,3,0,0
1041,124,496,1,0,0
1042,24,191,5,0,0
1043,271,65,3,0,0
1044,307,634,3,0,0
1045,294,1245,3,0,0
1046,234,241,2,0,0
1047,25,501,3,0,0
1048,293,137,3,0,0
1049,201,432,3,0,0
1050,75,240,1,0,0
1051,13,181,5,0,0
1052,207,68,2,0,0
1053,2,50,5,0,0
1054,313,566,4,0,0
1055,144,125,4,0,0
1056,188,443,4,0,0
1057,276,324,4,0,0
1058,145,974,1,0,0
1059,72,234,4,0,0
1060,83,385,4,0,0
1061,181,619,3,0,0
1062,109,402,4,0,0
1063,207,107,3,0,0
1064,185,216,4,0,0
1065,14,213,5,0,0
1066,149,319,2,0,0
1067,57,79,5,0,0
1068,230,963,5,0,0
1069,176,875,4,0,0
1070,253,97,4,0,0
1071,284,269,4,0,0
1072,106,526,4,0,0
1073,121,180,3,0,0
1074,62,86,2,0,0
1075,291,418,4,0,0
1076,84,1033,4,0,0
1077,293,380,2,0,0
1078,207,58,3,0,0
1079,194,187,4,0,0
1080,109,97,3,0,0
1081,283,845,4,0,0
1082,297,275,5,0,0
1083,181,334,1,0,0
1084,78,255,4,0,0
1085,11,425,4,0,0
1086,308,59,4,0,0
1087,193,1078,4,0,0
1088,297,234,3,0,0
1089,87,585,4,0,0
1090,250,204,2,0,0
1091,8,50,5,0,0
1092,186,148,4,0,0
1093,312,692,4,0,0
1094,91,683,3,0,0
1095,5,454,1,0,0
1096,291,376,3,0,0
1097,175,127,5,0,0
1098,145,737,2,0,0
1099,7,644,5,0,0
1100,276,419,5,0,0
1101,83,210,5,0,0
1102,102,524,3,0,0
1103,153,174,1,0,0
1104,62,302,3,0,0
1105,49,995,3,0,0
1106,268,298,3,0,0
1107,207,554,2,0,0
1108,313,616,5,0,0
1109,286,44,3,0,0
1110,279,168,5,0,0
1111,276,474,5,0,0
1112,62,59,4,0,0
1113,254,219,1,0,0
1114,83,97,4,0,0
1115,63,100,5,0,0
1116,16,178,5,0,0
1117,297,233,2,0,0
1118,90,945,5,0,0
1119,85,25,2,0,0
1120,42,98,4,0,0
1121,303,393,4,0,0
1122,274,50,5,0,0
1123,104,299,3,0,0
1124,94,792,4,0,0
1125,184,98,4,0,0
1126,293,708,3,0,0
1127,248,589,4,0,0
1128,18,950,3,0,0
1129,217,27,1,0,0
1130,200,892,4,0,0
1131,201,148,1,0,0
1132,296,222,5,0,0
1133,7,662,3,0,0
1134,196,381,4,0,0
1135,69,427,3,0,0
1136,72,196,4,0,0
1137,256,472,4,0,0
1138,128,182,4,0,0
1139,151,747,3,0,0
1140,7,171,3,0,0
1141,286,85,5,0,0
1142,172,220,4,0,0
1143,308,516,4,0,0
