user_id,item_list
11,"Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Great Day in Harlem, A (1994)|userCF_rec;Aiqing wansui (1994)|userCF_rec;Santa with Muscles (1996)|userCF_rec;Toy Story (1995)|manual_rec;Someone Else's America (1995)|userCF_rec;Saint of Fort Washington, The (1993)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;Some Mother's Son (1996)|userCF_rec;Rear Window (1954)|hotest_rec;GoldenEye (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Four Rooms (1995)|manual_rec;Star Wars (1977)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;To Kill a Mockingbird (1962)|hotest_rec;Pather Panchali (1955)|userCF_rec;Anna (1996)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Faust (1994)|userCF_rec"
12,"Close Shave, A (1995)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Godfather, The (1972)|hotest_rec;Santa with Muscles (1996)|userCF_rec;Maya Lin: A Strong Clear Vision (1994)|userCF_rec;Great Day in Harlem, A (1994)|userCF_rec;Faust (1994)|userCF_rec;Pather Panchali (1955)|userCF_rec;Aiqing wansui (1994)|userCF_rec;Anna (1996)|userCF_rec;Star Kid (1997)|userCF_rec"
13,"Aiqing wansui (1994)|userCF_rec;Someone Else's America (1995)|userCF_rec;Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;Santa with Muscles (1996)|userCF_rec;Casablanca (1942)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Saint of Fort Washington, The (1993)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;Some Mother's Son (1996)|userCF_rec;Pather Panchali (1955)|userCF_rec;Anna (1996)|userCF_rec;They Made Me a Criminal (1939)|userCF_rec;Faust (1994)|userCF_rec"
14,"Santa with Muscles (1996)|userCF_rec;Great Day in Harlem, A (1994)|userCF_rec;Pather Panchali (1955)|userCF_rec;Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Aiqing wansui (1994)|userCF_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Anna (1996)|userCF_rec;Someone Else's America (1995)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Some Mother's Son (1996)|userCF_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;Saint of Fort Washington, The (1993)|userCF_rec;They Made Me a Criminal (1939)|userCF_rec"
15,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Four Rooms (1995)|manual_rec;Casablanca (1942)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Aiqing wansui (1994)|userCF_rec;Great Day in Harlem, A (1994)|userCF_rec;Someone Else's America (1995)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Santa with Muscles (1996)|userCF_rec;Saint of Fort Washington, The (1993)|userCF_rec;Star Wars (1977)|hotest_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;Pather Panchali (1955)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Some Mother's Son (1996)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Anna (1996)|userCF_rec;Bitter Sugar (Azucar Amargo) (1996)|userCF_rec"
16,"Casablanca (1942)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Prefontaine (1997)|userCF_rec;Santa with Muscles (1996)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Maya Lin: A Strong Clear Vision (1994)|userCF_rec;Great Day in Harlem, A (1994)|userCF_rec;Faust (1994)|userCF_rec;Pather Panchali (1955)|userCF_rec;Aiqing wansui (1994)|userCF_rec;Get Shorty (1995)|manual_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Anna (1996)|userCF_rec;Copycat (1995)|manual_rec;Damsel in Distress, A (1937)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec"
17,"Great Day in Harlem, A (1994)|userCF_rec;Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Casablanca (1942)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Aiqing wansui (1994)|userCF_rec;Delta of Venus (1994)|userCF_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Santa with Muscles (1996)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Someone Else's America (1995)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Saint of Fort Washington, The (1993)|userCF_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;Some Mother's Son (1996)|userCF_rec;Pather Panchali (1955)|userCF_rec;Two or Three Things I Know About Her (1966)|userCF_rec"
18,"Santa with Muscles (1996)|userCF_rec;Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Great Day in Harlem, A (1994)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Aiqing wansui (1994)|userCF_rec;Godfather, The (1972)|hotest_rec;Someone Else's America (1995)|userCF_rec;Some Mother's Son (1996)|userCF_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;Saint of Fort Washington, The (1993)|userCF_rec;Pather Panchali (1955)|userCF_rec;Anna (1996)|userCF_rec;Star Kid (1997)|userCF_rec"
19,"Toy Story (1995)|manual_rec;Santa with Muscles (1996)|userCF_rec;Great Day in Harlem, A (1994)|userCF_rec;Aiqing wansui (1994)|userCF_rec;Someone Else's America (1995)|userCF_rec;Schindler's List (1993)|hotest_rec;Saint of Fort Washington, The (1993)|userCF_rec;Casablanca (1942)|hotest_rec;Some Mother's Son (1996)|userCF_rec;GoldenEye (1995)|manual_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;Four Rooms (1995)|manual_rec;Pather Panchali (1955)|userCF_rec;Get Shorty (1995)|manual_rec;Anna (1996)|userCF_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;They Made Me a Criminal (1939)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec"
20,"Aiqing wansui (1994)|userCF_rec;Great Day in Harlem, A (1994)|userCF_rec;Boys, Les (1997)|userCF_rec;Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Casablanca (1942)|hotest_rec;Someone Else's America (1995)|userCF_rec;Santa with Muscles (1996)|userCF_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Saint of Fort Washington, The (1993)|userCF_rec;Some Mother's Son (1996)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Pather Panchali (1955)|userCF_rec;Anna (1996)|userCF_rec;Little City (1998)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec"
21,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Aiqing wansui (1994)|userCF_rec;Great Day in Harlem, A (1994)|userCF_rec;Get Shorty (1995)|manual_rec;Someone Else's America (1995)|userCF_rec;Copycat (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Santa with Muscles (1996)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Saint of Fort Washington, The (1993)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;Pather Panchali (1955)|userCF_rec;Some Mother's Son (1996)|userCF_rec;Anna (1996)|userCF_rec;They Made Me a Criminal (1939)|userCF_rec"
22,"Toy Story (1995)|manual_rec;Santa with Muscles (1996)|userCF_rec;Great Day in Harlem, A (1994)|userCF_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Aiqing wansui (1994)|userCF_rec;Four Rooms (1995)|manual_rec;Casablanca (1942)|hotest_rec;Get Shorty (1995)|manual_rec;Someone Else's America (1995)|userCF_rec;Saint of Fort Washington, The (1993)|userCF_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Boys, Les (1997)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Pather Panchali (1955)|userCF_rec;Some Mother's Son (1996)|userCF_rec;Anna (1996)|userCF_rec"
23,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Great Day in Harlem, A (1994)|userCF_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Aiqing wansui (1994)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Someone Else's America (1995)|userCF_rec;Santa with Muscles (1996)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Saint of Fort Washington, The (1993)|userCF_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;Some Mother's Son (1996)|userCF_rec;Pather Panchali (1955)|userCF_rec;Anna (1996)|userCF_rec;Star Kid (1997)|userCF_rec"
24,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Delta of Venus (1994)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Prefontaine (1997)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Santa with Muscles (1996)|userCF_rec;Maya Lin: A Strong Clear Vision (1994)|userCF_rec;Great Day in Harlem, A (1994)|userCF_rec;Faust (1994)|userCF_rec;Pather Panchali (1955)|userCF_rec;Aiqing wansui (1994)|userCF_rec;Anna (1996)|userCF_rec;Star Kid (1997)|userCF_rec"
25,"Toy Story (1995)|manual_rec;Santa with Muscles (1996)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Great Day in Harlem, A (1994)|userCF_rec;Pather Panchali (1955)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Aiqing wansui (1994)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Someone Else's America (1995)|userCF_rec;Some Mother's Son (1996)|userCF_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;Saint of Fort Washington, The (1993)|userCF_rec;Anna (1996)|userCF_rec;They Made Me a Criminal (1939)|userCF_rec"
26,"Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Toy Story (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;GoldenEye (1995)|manual_rec;Aiqing wansui (1994)|userCF_rec;Great Day in Harlem, A (1994)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Rear Window (1954)|hotest_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Someone Else's America (1995)|userCF_rec;Santa with Muscles (1996)|userCF_rec;Saint of Fort Washington, The (1993)|userCF_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;Some Mother's Son (1996)|userCF_rec;Pather Panchali (1955)|userCF_rec;Anna (1996)|userCF_rec;They Made Me a Criminal (1939)|userCF_rec"
27,"Great Day in Harlem, A (1994)|userCF_rec;Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Aiqing wansui (1994)|userCF_rec;Get Shorty (1995)|manual_rec;Casablanca (1942)|hotest_rec;Copycat (1995)|manual_rec;Santa with Muscles (1996)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Someone Else's America (1995)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Saint of Fort Washington, The (1993)|userCF_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Pather Panchali (1955)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Some Mother's Son (1996)|userCF_rec;Godfather, The (1972)|hotest_rec;Delta of Venus (1994)|userCF_rec;Anna (1996)|userCF_rec"
28,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Santa with Muscles (1996)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Great Day in Harlem, A (1994)|userCF_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Pather Panchali (1955)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Aiqing wansui (1994)|userCF_rec;Rear Window (1954)|hotest_rec;Someone Else's America (1995)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Some Mother's Son (1996)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Entertaining Angels: The Dorothy Day Story (1996)|userCF_rec;Saint of Fort Washington, The (1993)|userCF_rec;Anna (1996)|userCF_rec;They Made Me a Criminal (1939)|userCF_rec"
