user_id,item_list
61,814;1536;1599;1500;1642;1653;1467;1449;1398;1122
62,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
63,814;1536;1599;1500;1467;1653;1642;1449;1639;1398
64,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
65,1500;814;1449;1536;1599;1642;1653;1467;1398;1656
66,1500;814;1536;1599;1467;1653;1449;1639;1642;1398
67,12;1500;1463;119;814;1367;1449;1536;1398;1554
68,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
69,1500;814;1449;1536;1599;1642;1653;1467;483;1398
70,814;1536;1599;1500;1467;1642;1449;1398;1122;1651
71,1500;814;1536;1599;1467;1653;1642;1449;1398;318
72,1500;1463;814;1536;1599;1653;1467;1642;1449;1656
73,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
74,1500;814;1536;1599;1653;1467;1449;1642;1398;1122
75,1500;814;1536;1599;1467;1642;1653;1449;1656;1398
76,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
77,814;1536;1599;1500;1467;1449;1642;1656;1398;1367
78,1500;814;1449;1536;1599;1653;1467;1642;1398;1122
79,1306;1500;814;1367;1449;1536;1398;1599;1642;1653
80,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
81,814;1536;1599;1500;1467;1653;1449;1642;1398;1639
82,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
83,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
84,1306;1500;814;1449;1536;1398;1599;1642;1653;1467
85,814;1536;1599;1500;1467;1653;1449;1642;1398;1367
86,1306;1500;814;1536;851;1599;1653;1467;1367;1642
87,1500;814;1449;1536;1398;1293;1599;1642;1653;1467
88,1500;814;1449;1536;1398;1599;1491;1642;1653;1467
89,1500;119;814;1367;1449;1536;1398;1651;1599;1642
90,1306;1500;119;814;1367;1449;1536;1398;1651;1599
91,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
92,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
93,1306;1500;1463;814;1536;851;1599;1467;1653;1642
94,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
95,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
96,1500;1463;814;1449;1536;1398;1599;1656;1642;1653
97,1500;1463;814;1367;1449;1536;1599;1642;1467;1656
98,1500;814;1536;1599;1467;1642;1653;1449;1398;1463
99,1500;814;1536;1599;1653;1467;1449;1642;1398;1122
100,814;1536;1599;1500;1467;1653;1642;1449;1122;1367
101,814;1536;1599;1500;1467;1642;1449;1463;1656;1398
102,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
103,1500;814;1536;1599;1467;1642;1449;1398;1122;1367
104,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
105,1500;814;1536;1599;1467;1653;1642;1449;1398;1367
106,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
107,814;1536;1599;1500;1467;1653;1642;1449;1367;1398
108,1500;814;1536;1599;1467;1642;1449;1398;1463;1656
109,1500;814;1536;1599;1467;1653;1642;1449;1463;1656
110,814;1536;1599;1500;1467;1653;1642;1449;1398;318
111,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
112,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
113,1500;814;1449;1536;1398;1599;1642;1653;1639;1467
114,814;1536;1599;1500;1467;1653;1449;1642;1367;1293
115,1500;814;1449;1536;1599;1642;1653;1467;1398;1293
116,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
117,1500;119;814;1367;1449;1536;1398;1450;1651;1599
118,302;515;480;479;272;483;408;178;127;318
119,1500;119;814;1367;1449;1536;1398;1293;1651;1599
120,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
121,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
122,1500;814;1449;1536;1398;1293;1599;1642;1653;1467
123,1500;814;1536;1599;1467;1653;1642;1449;1398;1367
124,1463;814;1536;1500;1599;1467;1449;1642;1656;1122
125,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
126,1500;814;1536;1599;1653;1467;1642;1367;1398;1449
127,408;169;114;1306;1189;1500;119;814;1367;1449
128,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
129,1536;814;1500;1599;1467;1653;1449;1642;1398;1122
130,603;515;483;408;318;169;251;963;1189;1500
131,1500;814;1449;1536;1398;1599;1491;1642;1653;1467
132,1500;814;1536;1599;1467;1653;1449;1642;1293;1398
133,814;1536;1500;1599;1467;1653;1367;851;1642;1449
134,1500;814;1367;1536;1599;1642;1653;1467;1398;1449
135,814;1536;1500;1599;1467;1653;1463;1449;1642;1398
136,1306;1500;119;814;1449;1536;1398;1599;1642;1653
137,515;480;483;408;318;169;12;22;251;513
138,1306;1500;1463;814;1449;1536;1398;1233;1599;1656
139,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
140,1500;814;1536;1599;1653;1467;1642;1306;1398;1449
141,1500;814;1449;1536;1599;1642;1653;1467;1639;1398
142,1500;814;1536;1599;1642;1653;1467;1449;1398;1367
143,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
144,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
145,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
146,1500;814;1536;1599;1653;1467;1642;1398;1449;1367
147,1500;814;1367;1449;1536;1398;1064;1651;1599;1642
148,1500;1463;814;1449;1536;1599;1642;1653;1467;1398
149,1536;814;1500;1599;1467;1653;1449;1642;1122;1398
150,1500;814;1449;1536;1599;1642;1653;1467;1398;1656
151,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
152,302;603;515;427;480;498;174;408;178;478
153,1536;814;1500;1599;1467;1642;1653;1449;1656;1398
154,1500;814;1536;1599;1653;1467;1449;1642;1398;1122
155,814;1536;1500;1599;1467;1653;1449;1398;1642;1306
156,814;1536;1599;1500;1467;1653;1449;1367;1642;1656
157,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
158,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
159,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
160,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
161,1536;814;1500;1599;1467;1653;1449;1642;1398;1293
162,1500;814;1536;1599;1467;1449;1642;1398;1656;1122
163,814;1536;1467;1599;1500;1653;1449;1642;1398;1122
164,603;172;483;408;318;64;169;50;251;513
165,1500;1463;814;1449;1536;1599;1642;1653;1467;1398
166,1500;814;1449;1536;1599;1642;1653;1467;1125;1398
167,814;1536;1599;1500;1467;1463;1653;1449;1642;1398
168,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
169,1500;814;1449;1536;1599;1642;1653;1467;1398;1367
170,318;1306;1500;1463;814;1449;1524;1125;1536;1398
171,814;1536;1500;1599;1653;1467;1449;1642;1367;1398
172,1463;1536;814;1599;1500;1467;1653;1449;1233;1642
173,174;483;408;318;64;357;191;169;12;187
174,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
175,1463;814;1536;1599;1500;1467;1449;1642;1398;1656
176,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
177,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
178,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
179,814;1536;1599;1500;1467;1653;1367;1642;1158;1398
180,1500;1463;814;1449;1536;1398;1599;1656;1642;1653
181,1536;814;1599;1500;1467;1653;1449;1642;318;1554
182,1500;1463;814;1536;1599;1467;1642;1449;1656;1398
183,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
184,1500;814;1536;1599;1467;1653;1642;1449;1122;1367
185,1500;814;1449;1536;1398;1599;1642;1653;1467;1293
186,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
187,1500;814;1449;1536;1599;1642;1653;1467;1398;1463
188,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
189,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
190,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
191,1500;814;1536;1599;1467;1653;1449;1642;1398;1367
192,1500;814;1536;1599;1467;1653;1642;1398;1449;1306
193,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
194,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
195,814;1536;1599;1500;1467;1653;1449;1642;1398;483
196,1500;814;1536;1599;1653;1467;1642;1449;1398;1367
197,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
198,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
199,814;1536;1500;1599;1467;1653;1642;1449;1398;1554
200,64;1189;1500;119;814;1367;1449;1536;1398;1458
201,1536;814;1599;1500;1467;1653;1449;1642;1122;1367
202,1536;814;1500;1599;1467;1653;1449;1642;1639;1293
203,1500;814;1536;1599;1467;1653;1449;1642;1463;1554
204,814;1536;1599;1500;1467;1653;1642;1449;1306;1398
205,814;1536;1500;1599;1467;1653;1642;1367;1449;1398
206,1536;814;1500;1467;1599;1653;1642;1449;1122;1398
207,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
208,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
209,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
210,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
211,814;1536;1500;1599;1467;1653;1642;1449;1398;318
212,1500;814;1536;1599;1467;1653;1642;1449;1306;1398
213,1189;1500;119;814;1367;1449;1536;1398;1651;1599
214,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
215,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
216,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
217,814;1536;1500;1599;1467;1642;1653;1449;318;1463
218,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
219,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
220,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
221,1500;814;1449;1536;1599;1653;1467;1642;1398;1122
222,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
223,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
224,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
225,1500;814;1449;1536;1398;1651;1599;1642;1653;1650
226,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
227,1500;814;1536;1599;1467;1653;1642;1449;1398;1639
228,814;1536;1500;1599;1467;1653;1449;1642;1398;1367
229,1536;814;1467;1500;1599;1653;1449;1642;1398;1122
230,1500;1463;814;1449;1536;1599;1642;1653;1467;1398
231,1500;814;1449;1536;1599;1642;1467;1398;1122;1293
232,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
233,1500;119;814;1367;1449;1536;1398;1651;1599;1642
234,1536;814;1599;1500;1467;1653;1642;1398;1122;1293
235,1500;814;1536;1599;1642;1653;1467;1449;1398;1306
236,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
237,1500;814;1536;1599;1653;1467;1449;1642;1398;1293
238,1500;814;1536;1599;1467;1653;1642;1449;1398;1639
239,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
240,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
241,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
242,483;408;318;64;1306;1189;1500;119;814;1367
243,1500;814;1536;1599;1467;1653;1642;1449;1398;1367
244,1500;814;1449;1536;1599;1642;1653;1398;1122;1367
245,1500;814;1536;1599;1653;1467;1642;1449;1398;1293
246,1536;814;1599;1500;1467;1653;1463;1642;1449;1398
247,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
248,814;1536;1599;1500;1467;1653;1642;1449;1656;1398
249,1500;119;814;1449;1536;1398;1651;1599;1642;1653
250,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
251,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
252,1306;1500;119;814;1367;1449;1536;1398;1358;1651
253,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
254,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
255,1536;814;1599;1500;1467;1653;1642;1463;1449;1398
256,603;132;483;408;357;169;251;114;1189;1500
257,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
258,1500;814;1449;1536;1398;1599;1642;1653;1639;1467
259,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
260,318;1306;1189;1500;814;1449;1398;1064;1293;1651
261,603;174;479;408;318;64;134;169;12;114
262,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
263,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
264,483;1189;1500;119;814;1367;1449;1536;1398;1458
265,1500;814;1536;1599;1642;1653;1467;1463;1398;1449
266,814;1536;1500;1599;1467;1653;1449;1642;1398;1122
267,1500;119;814;1449;1536;1398;1651;1599;1656;1642
268,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
269,1536;814;1500;1599;1467;1653;1642;1449;1398;1367
270,474;515;427;480;498;23;174;135;272;172
271,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
272,1500;814;1449;1536;1398;1599;1656;1642;1653;1467
273,1500;814;1367;1536;1599;1491;1467;1653;1642;1449
274,1306;1189;1500;119;814;1367;1449;1536;1398;1293
275,1536;814;1599;1500;1467;1653;1642;1449;1463;1398
276,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
277,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
278,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
279,814;1536;1599;1467;1653;1642;1449;1398;1367;1122
280,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
281,1500;814;1536;1599;1642;1467;1653;1398;1449;1651
282,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
283,483;1306;1500;1463;119;814;1449;1536;1398;1651
284,1500;814;1536;1599;1642;1653;1467;1449;1367;1398
285,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
286,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
287,483;1500;119;814;1367;1449;1536;1398;1651;1599
288,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
289,1463;814;1536;1500;1599;1467;1639;1064;1642;1449
290,814;1536;1463;1599;1500;1467;1653;1642;1449;1398
291,1500;1463;814;1449;1536;1398;1599;1656;1642;1653
292,1500;1463;119;814;1449;1536;1398;1293;1651;1599
293,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
294,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
295,603;178;64;199;169;12;251;114;170;1306
296,1500;119;814;1449;1536;1398;851;1651;1599;1642
297,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
298,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
299,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
300,318;64;1500;1463;814;1367;1449;1524;1536;1398
301,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
302,814;1467;1599;1500;1642;1449;1653;1639;1398;318
303,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
304,1500;814;1536;1599;1653;1639;1467;1449;1642;1122
305,1536;814;1599;1500;1467;1653;1642;1449;1398;1367
306,1500;814;1449;1536;1599;1642;1653;1467;1398;1293
307,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
308,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
309,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
310,1500;814;1449;1536;1398;1599;1642;1653;1467;1656
311,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
312,1189;1500;119;814;1367;1449;1536;1398;1293;851
313,814;1536;1599;1500;1467;1653;1463;1449;1642;1398
314,1500;814;1449;1536;1398;1651;1599;1642;1653;1650
315,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
316,1536;814;1500;1599;1467;1642;1653;1449;1398;1639
317,1500;814;1449;1398;1599;1642;1467;318;1293;1651
318,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
319,1500;814;1367;1536;1599;1491;1653;1467;1642;1449
320,1500;119;814;1449;1536;1398;1599;1642;1653;1467
321,814;1536;1500;1599;1467;1653;1449;1642;1398;1122
322,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
323,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
324,603;423;515;480;132;174;272;172;483;408
325,814;1536;1500;1599;1467;1653;1449;1642;1398;1122
326,1463;1536;814;1500;1599;1467;1233;1653;1642;1449
327,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
328,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
329,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
330,474;515;480;272;483;408;178;127;520;705
331,814;1536;1500;1599;1467;1653;1642;1449;1367;1398
332,603;515;272;483;408;178;318;520;357;191
333,1500;814;1536;1599;1653;1467;1642;1449;1398;1367
334,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
335,1500;814;1449;1536;1599;1642;1653;1467;1398;1368
336,814;1536;1599;1500;1467;1449;1463;1642;1656;1398
337,1500;1463;814;1449;1536;1398;1599;1656;1642;1653
338,1500;814;1536;1599;1653;1467;1642;1449;1398;1367
339,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
340,1500;1463;814;1449;1536;1398;1233;1599;1656;1642
341,483;318;64;134;50;868;1500;119;814;1368
342,814;1536;1500;1599;1467;1653;1642;1449;1367;1398
343,1500;814;1449;1536;1398;1293;1599;1642;1653;1467
344,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
345,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
346,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
347,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
348,483;318;64;1189;1500;119;814;1367;1449;1536
349,814;1536;1599;1500;1467;1642;1463;1449;1398;1656
350,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
351,427;408;318;64;169;12;50;190;285;251
352,814;1536;1599;1500;1467;1653;1449;1642;1293;1398
353,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
354,1500;814;1536;1599;1467;1653;1642;1449;1398;1367
355,483;178;318;64;1189;850;1500;814;1367;1449
356,1500;814;1536;1599;1653;1467;1642;1367;1398;1449
357,603;515;496;483;408;478;318;189;64;169
358,1500;814;1536;1599;1653;1467;1642;1306;1449;1656
359,1500;119;814;1449;1536;1398;1599;1642;1653;1467
360,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
361,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
362,1500;814;1536;1599;1642;1653;1467;1449;1398;1651
363,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
364,1500;814;1449;1536;1599;1642;1653;1639;1467;1122
365,1500;814;1536;1599;1467;1642;1653;1554;1449;1398
366,474;603;515;427;272;483;408;178;127;318
367,474;603;483;408;318;64;169;12;251;180
368,814;1536;1599;1500;1467;1449;1398;1642;1122;1651
369,408;169;1500;814;1367;1449;1536;1398;1599;1642
370,814;1536;1599;1500;1467;1653;1449;1642;1293;1398
371,1500;1463;814;1449;1536;1398;1599;1642;1467;1656
372,474;603;515;427;165;480;483;408;178;318
373,1500;814;1536;1599;1642;1653;1467;1449;1398;1293
374,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
375,1500;814;1536;1599;1642;1467;1449;1398;1122;1651
376,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
377,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
378,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
379,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
380,1536;814;1500;1599;1467;1653;1642;1398;1122;1367
381,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
382,814;1536;1500;1599;1467;1653;1642;1449;1367;851
383,1306;1500;814;1367;1449;1536;1398;1651;1599;1642
384,318;1500;119;814;1367;1449;1524;1536;1398;1064
385,814;1500;1599;1467;1653;1642;1398;1122;1293;1651
386,1500;1463;814;1536;1599;1467;1449;1306;1656;1398
387,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
388,408;318;64;169;1189;1500;119;814;1367;1449
389,1500;814;1536;1599;1653;1467;1642;1449;1398;1122
390,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
391,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
392,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
393,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
394,1500;119;814;1367;1449;1536;1398;1651;1599;1642
395,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
396,1500;814;1536;1599;1642;1467;1449;1639;1398;1122
397,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
398,1500;814;1536;1599;1467;1653;1642;1449;1398;1656
399,1536;814;1500;1599;1467;1653;1449;1642;1398;1122
400,1500;814;1536;1599;1642;1653;1467;1398;1449;1122
401,1536;814;1500;1599;1467;1653;1642;1449;1398;1122
402,1500;814;1449;1536;1599;1642;1653;1467;1398;1122
403,1500;814;1449;1536;1599;1642;1653;1467;1398;1656
404,1500;814;1536;1599;1467;1653;1449;1642;1398;1450
405,1536;814;1599;1500;1467;1653;1642;1449;1293;1398
406,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
407,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
408,1500;814;1367;1536;1398;1599;1642;1653;1467;1449
409,814;1536;1599;1500;1467;1653;1642;1398;408;169
410,814;1536;1467;1500;1599;1449;1653;1642;1398;1122
411,1500;814;1536;1599;1467;1653;1449;1642;1463;1398
412,1500;814;1536;1599;1653;1467;1449;1642;1398;1122
413,1500;814;1536;1599;1653;1467;1642;1306;1449;1398
414,1500;119;814;1449;1536;1398;1599;1642;1653;1467
415,1500;119;814;1367;1449;1536;1398;1599;1642;1653
416,1500;119;814;1449;1536;1398;1651;1599;1642;1653
417,814;1536;1500;1599;1467;1653;1642;1449;1398;1122
418,1536;814;1500;1599;1642;1653;1467;1449;1398;1367
419,1500;814;1367;1449;1536;1398;1599;1642;1653;1467
420,1500;814;1449;1536;1398;1599;1642;1653;1467;1306
421,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
422,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
423,1500;814;1536;1599;1642;1653;1467;1449;1398;1122
424,1500;814;1536;1599;1467;1653;1642;1449;1398;1367
425,1536;814;1599;1500;1467;1653;1449;1642;1398;1122
426,1500;814;1536;1599;1467;1653;1449;1642;1398;1656
427,246;98;194;603;1137;100;515;427;498;23
428,1500;119;814;1367;1158;1449;1524;1536;1398;1293
429,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
430,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
431,1500;814;1536;1599;1653;1467;1449;1398;1642;1367
432,1500;814;1449;1536;1554;1599;1642;1653;1467;1398
433,1500;814;1536;1599;1467;1653;1449;1642;1398;1306
434,1500;1463;814;1367;1449;1536;1398;1064;1599;1642
435,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
436,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
437,814;1536;1500;1467;1653;1642;1449;1398;1367;1122
438,1500;814;1367;1449;1536;1398;1554;1293;1651;1599
439,1500;814;1536;1599;1653;1467;1642;1449;1367;1398
440,169;1306;1189;1500;119;814;1367;1449;1536;1398
441,1500;814;1536;1599;1467;1642;1449;1398;1122;851
442,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
443,1500;814;1536;1599;1653;1467;1449;1554;1642;1398
444,1500;814;1449;1536;1599;1642;1653;1467;1398;1639
445,1536;814;1500;1599;1467;1653;1449;1642;1398;1122
446,1536;814;1500;1599;1467;1653;1449;1642;1639;1398
447,1500;814;1536;1599;1653;1467;1449;1642;1398;1122
448,814;1536;1599;1500;1653;1467;1642;1367;851;1449
449,1306;1500;814;1449;1536;1599;1642;1653;1467;1398
450,1500;814;1449;1536;1398;1599;1642;1653;1467;1122
451,1536;814;1599;1500;1467;1653;1449;1642;1450;1367
452,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
453,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
454,1536;814;1599;1500;1467;1653;1642;1449;1398;1122
455,814;1536;1599;1500;1467;1653;1449;1642;1398;1122
456,814;1536;1599;1500;1467;1653;1642;1449;1367;1398
457,1189;1500;1463;119;814;1367;1449;1536;1398;1293
458,1500;814;1536;1599;1467;1653;1642;1449;1398;1122
459,1500;814;1536;1599;1467;1653;1449;1642;1398;1122
460,814;1536;1599;1500;1467;1653;1642;1449;1398;1122
